,Title,Price[USD],Subscribers,Reviews,Lectures,Level,Length[Weeks],Subject,Published_Date,Language
2871,Mastering TypeScript,95,353,34,41,Expert Level,3.0,Web Development,2015-12-29,English
2872,Mastering AngularJS UI Development,95,464,26,22,Expert Level,1.5,Web Development,2015-09-03,English
2873,Custom Theme Creation for WordPress using HTML5 and CSS3,35,298,20,24,Beginner Level,1.5,Web Development,2015-12-06,English
2874,Create a PHP Contact Form in Bootstrap,20,2238,65,12,All Levels,1.0,Web Development,2015-12-27,English
2875,Introduction To Data Analytics Using Microsoft Power BI,45,1764,33,16,All Levels,1.5,Web Development,2016-07-13,English
2876,HTML Made Simple For Beginners: Create a One Page Website,65,3380,50,16,Beginner Level,2.0,Web Development,2015-10-14,English
2877,The Complete Web Developer Masterclass: Beginner To Advanced,20,1030,11,30,All Levels,2.5,Web Development,2017-05-12,English
2878,Website Builder Software Previews,25,1406,12,20,Beginner Level,1.0,Web Development,2016-12-15,German
2879,Learn How to Create Your Own Social Network,50,4732,5,14,All Levels,2.0,Web Development,2015-04-24,English
2880,"Learn By Example: The Foundations of HTML, CSS & Javascript",50,1724,72,94,All Levels,13.0,Web Development,2016-02-29,English
2881,JavaScript manipulation of the DOM Document Object Model,20,1618,46,20,Beginner Level,1.5,Web Development,2016-05-13,English
2882,Create Jekyll blog and host it on Github like a Ninja,20,5056,74,11,Beginner Level,2.0,Web Development,2014-12-13,English
2883,Learn React JS from scratch,115,1562,42,34,Beginner Level,4.0,Web Development,2016-10-10,English
2884,Web Security: Common Vulnerabilities And Their Mitigation,50,1547,30,56,All Levels,8.0,Web Development,2016-07-14,English
2885,PHP for Beginners,40,2626,95,135,Beginner Level,6.0,Web Development,2015-07-01,English
2886,Make a professional website - 30 Day Guarantee. Discounted!,20,11167,34,13,All Levels,2.0,Web Development,2014-06-23,English
2887,Symfony 3: Build a PHP Application with Symfony,20,466,11,25,All Levels,2.0,Web Development,2017-04-20,English
2888,Learn ASP.Net Web API 2 for Absolute Beginner,30,1355,14,29,All Levels,3.5,Web Development,2017-03-30,English
2889,Build a Website in 30 Minutes,95,5065,40,12,Beginner Level,0.5333333333333333,Web Development,2015-11-13,English
2890,Google Blogger : How to Create a Blog,20,1763,17,30,Beginner Level,2.0,Web Development,2017-02-24,English
2891,How to Make a Website Without Coding- WordPress & Web Skills,30,6413,107,123,All Levels,9.0,Web Development,2015-04-28,English
2892,Learn WCF And Web APIs From Scratch,50,5398,358,83,Intermediate Level,10.5,Web Development,2014-10-08,English
2893,How To Build A Website From Scratch + Blogging Blueprint,20,7017,37,28,All Levels,3.5,Web Development,2015-04-08,English
2894,Learn To Create Different Website Layouts & Media Queries ,195,6510,45,22,All Levels,2.0,Web Development,2015-08-11,English
2895,Build Sign Up and Login Forms With Bootstrap Modal,20,1898,19,31,All Levels,4.0,Web Development,2016-11-17,English
2896,"Build a Real Time web app in node.js , Angular.js, mongoDB",20,3299,166,34,All Levels,4.0,Web Development,2015-03-04,English
2897,Superb jQuery Course - Become Certified jQuery Developer,95,817,6,32,All Levels,1.5,Web Development,2017-05-28,English
2898,How To Build A Facebook Messenger Chat Bot From Scratch,120,1798,20,24,Beginner Level,1.5,Web Development,2017-05-11,English
2899,"Build Your Own Calculator App with Javascript, HTML5 & CSS",50,3688,49,11,All Levels,1.0,Web Development,2017-04-13,English
2900,The Complete WordPress Development & Customization Course,100,1611,165,157,Expert Level,12.5,Web Development,2016-11-07,English
2901,HTML CSS Easy steps to create a web template from scratch,200,11574,78,15,Beginner Level,1.0,Web Development,2015-12-14,English
2902,Learn jQuery AJAX in 1 hour,195,2547,62,18,Intermediate Level,1.0,Web Development,2016-10-27,English
2903,Develop Competitive Plugins for WordPress and WooCommerce,150,2063,18,12,All Levels,1.0,Web Development,2017-03-30,English
2904,Get Results - Core Principles of Web Development Tricks Tips,75,22355,54,26,All Levels,1.5,Web Development,2015-06-23,English
2905,JSON Faster Sleeker & Easier Discover the benefits learn it,200,8577,69,31,All Levels,1.5,Web Development,2015-08-12,English
2906,Get to know HTML Learn HTML Basics,200,10674,102,26,Beginner Level,2.0,Web Development,2016-11-22,English
2907,Ultimate Css & JQuery Form Designing From Beginner to Expert,115,783,5,13,All Levels,1.0,Web Development,2017-06-09,English
2908,PHP: Complete Registration and Login with Email Verification,20,12781,145,22,All Levels,2.5,Web Development,2016-01-27,English
2909,JavaScript from Beginner to Expert,125,5484,439,92,All Levels,12.5,Web Development,2015-05-18,English
2910,Build a website HTML5 CSS3 Beginner Course,150,7884,44,28,Beginner Level,2.0,Web Development,2016-02-02,English
2911,Learn Ruby on Rails: Stripe Payment Processing,40,15724,33,29,All Levels,1.5,Web Development,2016-11-02,English
2912,WordPress For Beginners | No Coding Required,20,3106,31,13,All Levels,1.0,Web Development,2017-04-15,English
2913,jQuery For Beginners : A Basic Introduction,65,6293,165,8,Beginner Level,1.0,Web Development,2015-11-03,English
2914,WordPress Plugins and Widgets,40,8711,29,12,Beginner Level,1.0,Web Development,2016-09-09,English
2915,PHP Essential How to create build Amazing websites with PHP,75,8067,30,44,Beginner Level,3.5,Web Development,2015-11-26,English
2916,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,170,9332,172,33,All Levels,3.5,Web Development,2015-11-18,English
2917,Bootstrap 3 Beginners: Create a Professional Landing Page,20,3271,278,54,Beginner Level,2.5,Web Development,2015-09-20,English
2918,Introduction to Node.js for Beginners,125,1367,17,58,Beginner Level,6.0,Web Development,2017-04-24,English
2919,Introduction to Coding with Ruby,45,5077,126,66,Beginner Level,3.5,Web Development,2015-07-22,English
2920,Complete PHP and MySql Course: From Beginner to Professional,200,6508,137,90,All Levels,6.5,Web Development,2015-10-05,English
2921,Angular JS Essentials,195,4687,99,24,Beginner Level,4.0,Web Development,2017-01-03,English
2922,How To Setup Web Hosting,0,11758,242,8,Beginner Level,1.0,Web Development,2015-07-15,English
2923,"Web Application Development using Redis, Express, and Socket",200,300,16,66,Beginner Level,6.0,Web Development,2017-02-09,English
2924,How to Start a WordPress Blog - Complete Beginners Guide!,0,3784,85,32,Beginner Level,2.0,Web Development,2017-01-02,English
2925,CSS3 Gradients for Web Designers,20,1209,9,21,All Levels,1.5,Web Development,2016-08-19,German
2926,Learn ASP NET MVC 5 step by step,20,1428,91,32,Intermediate Level,3.0,Web Development,2015-10-06,English
2927,Tumult Hype Pro Basics: HTML5 Animations Made Easier,50,716,32,57,Beginner Level,4.0,Web Development,2016-09-14,English
2928,Web Hosting Set Up and WordPress Installation For Beginners,0,12563,239,11,Beginner Level,0.5666666666666667,Web Development,2014-04-09,English
2929,Ruby on Rails 4---A Test-Driven Approach,100,1518,55,122,Beginner Level,19.0,Web Development,2015-02-17,English
2930,AJAX :basics for beginners,35,1241,23,9,All Levels,0.5666666666666667,Web Development,2016-09-10,English
2931,Let's JavaScript!  Code a calculator,35,380,10,30,Beginner Level,2.0,Web Development,2017-02-23,Romanian
2932,JavaScript from Beginner to Advanced,195,395,18,57,All Levels,17.0,Web Development,2016-12-20,English
2933,WordPress Theme Academy with Bootstrap,20,1169,110,64,Intermediate Level,7.5,Web Development,2015-09-10,English
2934,Building a eCommerce Startup in 4 Hours [Livestream],50,1114,8,23,Beginner Level,3.0,Web Development,2017-04-11,English
2935,Responsive PHP Registration Form: From Scratch,95,5738,9,35,All Levels,4.0,Web Development,2017-06-28,English
2936,A-Frame WebVR Programming Tutorial Series (Virtual Reality),40,6648,16,22,Beginner Level,1.5,Web Development,2017-05-24,English
2937,Learn Bootstrap And Make Responsive Websites,25,1605,10,32,All Levels,3.5,Web Development,2017-06-11,English
2938,HTML Web Development Crash Course,20,4848,33,17,Beginner Level,1.5,Web Development,2016-08-02,English
2939,Bootstrap Basics: Program Responsive Websites,75,4743,393,28,All Levels,3.0,Web Development,2013-08-09,English
2940,Projects with JSON and APIs,20,1520,34,23,All Levels,2.0,Web Development,2017-02-18,English
2941,Web Design HTML CSS How to Create a Website from Scratch,50,3601,28,22,Beginner Level,2.0,Web Development,2016-09-03,English
2942,"Create Complete Sign up System using PHP, jQuery and Ajax",200,4033,40,25,All Levels,3.0,Web Development,2016-02-15,English
2943,Adobe Flash for Beginners - Build Flash Website From Scratch,200,17071,17,15,All Levels,1.5,Web Development,2014-03-01,English
2944,Learn Complete WordPress for Building a Professional Sites,80,13708,92,62,All Levels,9.0,Web Development,2016-06-23,English
2945,Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,125,430,54,39,All Levels,2.5,Web Development,2017-04-04,English
2946,Bootstrap Essential Training - Create Your Very Own Website,20,2643,34,83,All Levels,9.0,Web Development,2016-02-19,English
2947,Angular 2 Jump Start With Typescript,20,1731,90,74,All Levels,4.0,Web Development,2015-12-08,English
2948,Learn Plugin Development in WordPress By Building  Projects,60,1313,121,62,All Levels,11.0,Web Development,2016-01-11,English
2949,"Build Your Startup with No Coding (Design, Develop & Ship)",30,775,245,82,All Levels,8.0,Web Development,2016-06-03,English
2950,The Web Developers Guide: Learn HTML & CSS Fundamentals,20,2243,27,97,All Levels,7.0,Web Development,2016-05-01,English
2951,Learn PHP Programming for Absolute Beginners - Lite,20,2749,62,7,All Levels,0.6833333333333333,Web Development,2015-12-15,English
2952,Learn Drupal 8 - With a Live Project,55,2012,15,59,All Levels,3.5,Web Development,2017-03-17,English
2953,Supreme NodeJS Course - For Beginners,200,1080,37,76,All Levels,3.5,Web Development,2016-11-29,German
2954,CSS3 for beginners,195,3831,15,25,Beginner Level,1.5,Web Development,2015-04-23,English
2955,Javascript for beginners,75,2071,57,14,Beginner Level,1.5,Web Development,2015-10-01,English
2956,Become a Bootstrap Expert: Build 20 Layouts!,35,2755,57,179,All Levels,17.5,Web Development,2016-02-08,English
2957,PHP : Learn to upload files to Amazon S3 and use CloudFront,50,1216,36,28,All Levels,3.0,Web Development,2016-06-15,English
2958,PHP MySQL: Learn PHP MySQL with Project,20,2314,77,25,All Levels,2.0,Web Development,2016-04-21,English
2959,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,0,8770,261,13,Beginner Level,0.5333333333333333,Web Development,2015-09-20,English
2960,Projects in Django and Python,60,1764,53,28,All Levels,6.5,Web Development,2014-10-21,English
2961,"Create, Update and Manage Your Own Website Using Drupal 7",120,2837,68,49,All Levels,7.0,Web Development,2013-10-16,English
2962,Learn HTML - The programming language to build a webpage!,25,1655,39,19,Beginner Level,1.0,Web Development,2016-01-17,English
2963,Learn To Program JavaScript (in ten easy steps),75,2721,96,44,Beginner Level,5.5,Web Development,2013-05-20,English
2964,Bootstrap :basics for beginners,40,1152,20,14,All Levels,1.0,Web Development,2016-09-21,English
2965,Introduction to CSS Development,0,15493,415,25,Beginner Level,2.0,Web Development,2014-08-18,English
2966,PHP :basics for beginners,45,1562,4,12,All Levels,1.5,Web Development,2016-09-28,English
2967,Beginning Oracle WebLogic for Administrators,0,9786,989,7,Beginner Level,0.7,Web Development,2015-04-15,English
2968,Build an HTML5 and CSS3 Website in 35 Minutes,20,1904,25,17,Beginner Level,0.7,Web Development,2015-03-10,English
2969,Angular 2 Routing: Up And Running,0,3357,84,13,Intermediate Level,0.6166666666666667,Web Development,2017-02-21,English
2970,Advanced Prezi: Make Amazing Presentations ,30,2200,25,12,All Levels,1.0,Web Development,2016-01-24,English
2971,1 hour jQuery,100,5456,133,25,Beginner Level,1.0,Web Development,2013-08-03,French
2972,The WpFASTER WordPress Speed Optimization Master Course,175,2134,215,55,All Levels,7.0,Web Development,2015-04-13,English
2973,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,95,4675,15,56,All Levels,6.0,Web Development,2015-03-05,English
2974,Build Apps with ReactJS: The Complete Course,40,1433,145,34,All Levels,5.5,Web Development,2015-10-22,English
2975,Learn SASS: from beginner to expert,20,1734,9,13,Beginner Level,1.0,Web Development,2016-09-14,English
2976,The complete HTML5 course,20,3461,11,23,Beginner Level,1.5,Web Development,2015-12-02,English
2977,Create a Responsive Website with Bootstrap 3,50,4076,39,22,Intermediate Level,3.0,Web Development,2014-10-28,English
2978,Lerning PHP by building website,185,567,63,34,All Levels,8.0,Web Development,2016-11-17,English
2979,Learn PHP Object Oriented Features with Simple Examples,20,1723,28,7,All Levels,1.0,Web Development,2016-10-05,English
2980,Crash Course - Learn to Create a PHP MVC Framework,50,1282,117,12,All Levels,1.0,Web Development,2016-05-01,English
2981,JSON :basics for beginners,45,2052,18,8,All Levels,0.55,Web Development,2016-09-09,English
2982,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,200,1874,40,224,All Levels,44.5,Web Development,2016-03-16,English
2983,Complete Guide to Front-End Web Development and Design,200,1119,111,204,Beginner Level,16.5,Web Development,2016-05-23,English
2984,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",100,1023,131,44,All Levels,5.0,Web Development,2016-03-22,English
2985,Javascript for Beginners,20,3697,195,48,All Levels,3.0,Web Development,2011-07-09,English
2986,MongooseJS Essentials - Learn MongoDB for Node.js,0,21682,1106,8,Beginner Level,0.7333333333333333,Web Development,2016-03-12,English
2987,Regular Expressions for Beginners - Universal,100,1975,141,36,All Levels,3.0,Web Development,2017-01-20,English
2988,Learn Redis from Scratch,40,553,84,31,Intermediate Level,3.0,Web Development,2016-07-13,English
2989,WordPress Plugin Development -> Deep dive discovery!,40,2650,19,39,All Levels,2.0,Web Development,2015-11-05,English
2990,Learn Ajax and jquery with PHP,20,2964,8,9,Beginner Level,1.5,Web Development,2016-01-07,English
2991,Create a business website with WordPress,50,1624,31,38,All Levels,4.0,Web Development,2016-03-14,English
2992,DesktopServer : Install WordPress Locally  - Work Anywhere!,65,1640,22,29,Beginner Level,2.0,Web Development,2015-11-01,English
2993,Understand PHP Arrays and HTTP Request in a Better Way,35,1627,38,7,All Levels,0.5833333333333334,Web Development,2016-05-23,English
2994,Mastering CSS,95,1815,249,42,Expert Level,5.0,Web Development,2015-06-17,English
2995,The Complete Wordpress Theme Development Guide,25,1011,2,19,Beginner Level,2.0,Web Development,2017-05-19,English
2996,The Complete HMTL5 Course - Go From Beginner To Advanced!,95,2430,15,36,All Levels,2.0,Web Development,2016-10-13,English
2997,Learn Jquery from Scratch 2-Hour Training ,20,5318,56,13,Beginner Level,1.5,Web Development,2015-07-16,English
2998,How to Create a Wordpress Website from Scratch - No Coding,20,7018,28,38,All Levels,3.0,Web Development,2015-07-30,English
2999,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,75,1634,52,21,All Levels,2.5,Web Development,2016-09-13,English
